,xi_0,xi_1,ui_0,xf_0,xf_1,uf_0
337,-19.80855801,-20.76455742,2.013985341,2.479700304,0.077939992,0.699626538
338,2.479700304,0.077939992,0.699626538,-0.035903927,0.005835484,0.340788499
339,-0.035903927,0.005835484,0.340788499,0.072632281,0.014295052,0.955421336
340,0.072632281,0.014295052,0.955421336,0.540248267,0.028738423,1.606806848
342,-70.0,33.0,-32.93977664,12.17339347,-4.489291119,13.45639904
343,12.17339347,-4.489291119,13.45639904,-1.035160663,0.036520628,0.45008195
344,-1.035160663,0.036520628,0.45008195,0.052262193,-0.012894302,-0.220639355
345,0.052262193,-0.012894302,-0.220639355,0.879559716,0.010494468,0.827581513
346,0.879559716,0.010494468,0.827581513,0.347781787,0.03391678,1.715580243
348,-46.0,-83.0,-3.256678743,10.71659539,1.500000014,-16.56528622
349,10.71659539,1.500000014,-16.56528622,-2.270095846,-0.190119147,0.100475374
350,-2.270095846,-0.190119147,0.100475374,0.47946203,0.013731537,-0.012735556
351,0.47946203,0.013731537,-0.012735556,-0.101073828,0.00259768,0.000918608
352,-0.101073828,0.00259768,0.000918608,0.021740831,-0.001730356,0.000166234
354,-89.0,3.0,-40.91226553,-12.71044693,-101.8753988,-28.51081318
355,-12.71044693,-101.8753988,-28.51081318,45.09870464,-56.41888045,-71.38969768
356,45.09870464,-56.41888045,-71.38969768,6.004887676,-158.5642689,21.03548985
357,6.004887676,-158.5642689,21.03548985,46.5026806,-223.1599783,27.47071885
358,46.5026806,-223.1599783,27.47071885,7.045827246,-200.5816589,476.9981811
360,-80.0,9.0,-32.68768319,16.69234992,-3.396913439,0.688958822
361,16.69234992,-3.396913439,0.688958822,-3.475925481,0.782462064,-0.222224245
362,-3.475925481,0.782462064,-0.222224245,0.721349734,-0.225892163,0.04969368
363,0.721349734,-0.225892163,0.04969368,-0.149612103,0.04453725,-0.016759977
364,-0.149612103,0.04453725,-0.016759977,0.031554641,-0.017870702,0.001508666
366,-42.0,67.0,-20.28764767,3.543818395,-10.52883113,5.348117369
367,3.543818395,-10.52883113,5.348117369,0.394151488,0.078688854,0.713907217
368,0.394151488,0.078688854,0.713907217,1.387412895,0.011054759,1.532603184
369,1.387412895,0.011054759,1.532603184,1.136839068,0.026534584,1.496029332
370,1.136839068,0.026534584,1.496029332,1.34639165,0.04264073,0.801789046
372,-100.0,31.0,-44.21395167,20.12525253,-8.098771907,3.533393216
373,20.12525253,-8.098771907,3.533393216,-1.657527209,0.137205199,1.388908615
374,-1.657527209,0.137205199,1.388908615,0.396922573,0.028681682,2.346397898
375,0.396922573,0.028681682,2.346397898,-0.390954201,-0.005959286,-0.017424537
376,-0.390954201,-0.005959286,-0.017424537,1.206510202,-0.12512838,-2.829303702
378,-43.0,33.0,-20.8787549,5.947685808,-5.61506332,11.29259939
379,5.947685808,-5.61506332,11.29259939,0.774645883,-0.756654883,-0.60437021
380,0.774645883,-0.756654883,-0.60437021,0.987971963,-0.218709322,-2.070001983
381,0.987971963,-0.218709322,-2.070001983,1.638399995,-0.044329572,0.094422857
382,1.638399995,-0.044329572,0.094422857,-0.397053614,-0.029255925,-2.325662931
384,32.0,-74.0,2.471038086,-5.793891735,1.500000014,-15.21533039
385,-5.793891735,1.500000014,-15.21533039,1.201348539,-0.377820489,0.100443148
386,1.201348539,-0.377820489,0.100443148,-0.248357219,0.092236291,-0.025298163
387,-0.248357219,0.092236291,-0.025298163,0.051237619,-0.0220291,0.006164723
388,0.051237619,-0.0220291,0.006164723,-0.010782557,0.005290898,-0.001409712
390,-72.0,25.0,-33.76734105,15.35096503,-6.432043401,7.163215818
391,15.35096503,-6.432043401,7.163215818,-1.605171935,-0.068826442,3.498696961
392,-1.605171935,-0.068826442,3.498696961,-0.776085785,-0.326318764,-2.859000924
393,-0.776085785,-0.326318764,-2.859000924,0.306636544,0.17564736,6.366944654
394,0.306636544,0.17564736,6.366944654,-0.217601948,-0.338309345,-4.312525802
396,63.0,-54.0,6.557582041,-12.56389337,1.500000014,-11.13804356
397,-12.56389337,1.500000014,-11.13804356,2.62478832,-0.45478602,0.100429933
398,2.62478832,-0.45478602,0.100429933,-0.546794053,0.124426578,-0.030449366
399,-0.546794053,0.124426578,-0.030449366,0.113691788,-0.032127127,0.008315854
400,0.113691788,-0.032127127,0.008315854,-0.024118528,0.008169911,-0.002055917
402,89.0,34.0,39.35469555,-19.63151329,-4.108329094,11.52627986
403,-19.63151329,-4.108329094,11.52627986,2.066698809,-0.078643707,-0.201884282
404,2.066698809,-0.078643707,-0.201884282,-0.634034318,-0.009259732,0.016356078
405,-0.634034318,-0.009259732,0.016356078,0.852257673,-0.028047065,1.284509172
406,0.852257673,-0.028047065,1.284509172,0.423169533,0.052183325,0.614191925
408,46.0,-8.0,23.0,-9.577982135,1.500000008,-1.012331312
409,-9.577982135,1.500000008,-1.012331312,1.996979781,-0.420840346,0.100435761
410,1.996979781,-0.420840346,0.100435761,-0.415168399,0.110229042,-0.028177426
411,-0.415168399,0.110229042,-0.028177426,0.086146358,-0.027673389,0.007367097
412,0.086146358,-0.027673389,0.007367097,-0.018236694,0.006900121,-0.001770908
414,23.0,-71.0,1.858077795,-3.940017832,1.500000014,-14.50041438
415,-3.940017832,1.500000014,-14.50041438,0.811558698,-0.356744514,0.100446766
416,0.811558698,-0.356744514,0.100446766,-0.166634306,0.083421414,-0.023887575
417,-0.166634306,0.083421414,-0.023887575,0.034135385,-0.019263891,0.005575665
418,0.034135385,-0.019263891,0.005575665,-0.00713068,0.004502519,-0.001232758
420,-30.0,48.0,-14.49357194,5.064961311,-12.2519388,7.235630361
421,5.064961311,-12.2519388,7.235630361,0.469477122,0.116814162,2.396472454
422,0.469477122,0.116814162,2.396472454,-1.020922517,0.02802113,-1.396172146
423,-1.020922517,0.02802113,-1.396172146,-0.964784878,0.129367398,4.923876127
424,-0.964784878,0.129367398,4.923876127,1.468161392,-0.394333345,1.791398235
426,-99.0,58.0,-45.22289178,19.13338048,-16.18208917,8.447934333
427,19.13338048,-16.18208917,8.447934333,-1.875875777,0.123767211,-2.23953811
428,-1.875875777,0.123767211,-2.23953811,-0.226948798,0.03012318,-0.463764501
429,-0.226948798,0.03012318,-0.463764501,0.31947022,-0.043158131,-1.893269872
430,0.31947022,-0.043158131,-1.893269872,-1.468209877,-0.083067632,-1.718958796
432,7.0,82.0,3.498420639,-0.232055698,-18.13579638,31.94635259
433,-0.232055698,-18.13579638,31.94635259,2.173988653,-0.476323105,2.271978508
434,2.173988653,-0.476323105,2.271978508,2.701791068,-0.140446222,2.601305241
435,2.701791068,-0.140446222,2.601305241,1.327260535,-0.008333921,1.784138765
436,1.327260535,-0.008333921,1.784138765,2.128317749,0.017597108,0.866708962
438,-71.0,-37.0,-11.95093458,15.38886859,1.500000013,-6.458588544
439,15.38886859,1.500000013,-6.458588544,-3.252473678,-0.137001879,0.100484494
440,-3.252473678,-0.137001879,0.100484494,0.685426296,-0.008484383,-0.009180486
441,0.685426296,-0.008484383,-0.009180486,-0.144176171,0.009566768,-0.000565981
442,-0.144176171,0.009566768,-0.000565981,0.030944567,-0.003717288,0.000612208
444,-23.0,29.0,-11.22535068,1.227910658,-3.256146143,8.918392571
445,1.227910658,-3.256146143,8.918392571,-1.171964795,-0.966420812,-4.321628799
446,-1.171964795,-0.966420812,-4.321628799,-0.636519293,-1.05395829,-8.168436565
447,-0.636519293,-1.05395829,-8.168436565,1.685838887,-0.753841499,1.810443391
448,1.685838887,-0.753841499,1.810443391,0.776409933,-0.805053161,-10.02114521
450,-48.0,96.0,-23.58486676,7.370360366,-26.14592723,17.17077775
451,7.370360366,-26.14592723,17.17077775,-2.454988954,-0.277909977,-3.510507511
452,-2.454988954,-0.277909977,-3.510507511,1.619604248,-0.105885888,1.744155459
453,1.619604248,-0.105885888,1.744155459,0.511423926,0.002174318,1.050989154
454,0.511423926,0.002174318,1.050989154,2.857518372,-0.086838709,3.778460856
456,-17.0,65.0,-8.437506347,-0.102939631,-8.11261618,30.29863183
457,-0.102939631,-8.11261618,30.29863183,-0.476849446,0.214128665,-1.430472757
458,-0.476849446,0.214128665,-1.430472757,-0.402306702,0.027427753,-1.092810985
459,-0.402306702,0.027427753,-1.092810985,0.173116735,0.001560752,0.374946827
460,0.173116735,0.001560752,0.374946827,-0.501191313,-0.01321146,-0.982765684
462,42.0,64.0,20.34913153,-7.218313621,-11.80485543,3.675027477
463,-7.218313621,-11.80485543,3.675027477,0.809608452,-0.666204761,1.205175275
464,0.809608452,-0.666204761,1.205175275,2.509366754,-0.208786895,1.659501687
465,2.509366754,-0.208786895,1.659501687,-2.973929191,-0.08010988,-4.818496342
466,-2.973929191,-0.08010988,-4.818496342,7.342358393,-0.036849065,7.067260313
468,74.0,75.0,35.53592847,-14.27468805,-20.46537847,1.787862503
469,-14.27468805,-20.46537847,1.787862503,0.817354188,-1.605662788,-5.229619426
470,0.817354188,-1.605662788,-5.229619426,-1.674734901,-3.632263724,-14.28560529
471,-1.674734901,-3.632263724,-14.28560529,3.711849669,-1.341362631,3.513970034
472,3.711849669,-1.341362631,3.513970034,-0.485638327,-1.090062339,7.485863427
474,4.0,25.0,1.984103403,-0.633208603,-3.366978478,1.678692351
475,-0.633208603,-3.366978478,1.678692351,-0.654581318,-0.476516022,-4.957198482
476,-0.654581318,-0.476516022,-4.957198482,-2.209365832,-1.74959222,-1.948049501
477,-2.209365832,-1.74959222,-1.948049501,-0.765512671,0.464154381,8.255926075
478,-0.765512671,0.464154381,8.255926075,-2.727328791,0.492966021,1.2673856
480,8.0,-53.0,0.874396756,-1.014986266,1.500000014,-10.50612686
481,-1.014986266,1.500000014,-10.50612686,0.196550533,-0.323490961,0.100452476
482,0.196550533,-0.323490961,0.100452476,-0.037692363,0.069513352,-0.021661958
483,-0.037692363,0.069513352,-0.021661958,0.007151579,-0.01490096,0.004646253
484,0.007151579,-0.01490096,0.004646253,-0.00136877,0.003258619,-0.00095356
486,54.0,51.0,25.77471914,-8.775749746,-14.34949087,-7.094177258
487,-8.775749746,-14.34949087,-7.094177258,0.422855091,-0.000623838,4.211068903
488,0.422855091,-0.000623838,4.211068903,1.69786368,-0.693118939,-0.600405875
489,1.69786368,-0.693118939,-0.600405875,0.000964452,-0.687501823,11.437589
490,0.000964452,-0.687501823,11.437589,1.198243122,-0.887887549,14.62640004
492,40.0,79.0,19.86849504,-1.942072779,-8.576386731,32.00834681
493,-1.942072779,-8.576386731,32.00834681,-1.39690021,0.02487195,-2.380586219
494,-1.39690021,0.02487195,-2.380586219,-1.623406035,0.049588994,-0.982119023
495,-1.623406035,0.049588994,-0.982119023,1.818697521,0.134665553,0.679200924
496,1.818697521,0.134665553,0.679200924,-2.568417322,0.133173933,-3.654605384
498,-17.0,23.0,-8.346037919,0.415298221,-0.81216969,1.057415202
499,0.415298221,-0.81216969,1.057415202,0.925094559,-0.025147271,1.688522757
500,0.925094559,-0.025147271,1.688522757,-0.979347675,0.075804321,-1.260268085
501,-0.979347675,0.075804321,-1.260268085,-1.324542807,0.043853632,-1.839111994
502,-1.324542807,0.043853632,-1.839111994,-0.943756078,-0.161077307,-2.135609412
504,-74.0,86.0,-35.14827637,3.891324359,-22.90266962,7.443854704
505,3.891324359,-22.90266962,7.443854704,0.166245934,-0.201651031,0.051264885
506,0.166245934,-0.201651031,0.051264885,-0.132618505,-0.042021966,-0.075482471
507,-0.132618505,-0.042021966,-0.075482471,-1.043823256,-0.020453774,-1.766983031
508,-1.043823256,-0.020453774,-1.766983031,-1.242393376,-0.019913826,-1.692115238
510,-66.0,26.0,-31.2933772,13.17969955,-4.486099323,11.33449017
511,13.17969955,-4.486099323,11.33449017,-1.606001319,-0.00867685,-1.86986827
512,-1.606001319,-0.00867685,-1.86986827,0.656858404,0.025264652,2.375024087
513,0.656858404,0.025264652,2.375024087,-0.087240177,0.132303581,1.38807861
514,-0.087240177,0.132303581,1.38807861,-0.280014583,-0.008311204,-0.200373353
516,-63.0,47.0,-30.54561134,15.36758034,-10.1571603,14.4663652
517,15.36758034,-10.1571603,14.4663652,-1.487501202,0.125130513,-1.895721961
518,-1.487501202,0.125130513,-1.895721961,-0.943790035,0.232454633,-1.782550991
519,-0.943790035,0.232454633,-1.782550991,1.41562426,0.019648528,1.483447866
520,1.41562426,0.019648528,1.483447866,-3.449364944,0.301204772,15.18436358
522,17.0,-28.0,3.528727,-3.223724143,1.500000012,-5.184327204
523,-3.223724143,1.500000012,-5.184327204,0.660952984,-0.348601247,0.100448164
524,0.660952984,-0.348601247,0.100448164,-0.135058476,0.080015551,-0.023342557
525,-0.135058476,0.080015551,-0.023342557,0.02752748,-0.018195479,0.005348067
526,0.02752748,-0.018195479,0.005348067,-0.00571968,0.004197908,-0.001164386
528,16.0,-71.0,1.296346862,-2.468543909,1.500000014,-14.44742823
529,-2.468543909,1.500000014,-14.44742823,0.502171104,-0.340015896,0.100449638
530,0.502171104,-0.340015896,0.100449638,-0.10176844,0.076424788,-0.022767951
531,-0.10176844,0.076424788,-0.022767951,0.020560842,-0.017069064,0.005108112
532,0.020560842,-0.017069064,0.005108112,-0.004232079,0.00387676,-0.001092304
534,-75.0,76.0,-36.17712788,2.980483462,-11.47915466,19.85816097
535,2.980483462,-11.47915466,19.85816097,-0.521552783,0.074101256,-0.547403801
536,-0.521552783,0.074101256,-0.547403801,-0.016953452,-0.001688973,0.240349536
537,-0.016953452,-0.001688973,0.240349536,0.098523852,-0.004152185,-0.013812571
538,0.098523852,-0.004152185,-0.013812571,0.025966907,-0.005982336,-0.087850864
540,-50.0,61.0,-20.7882364,9.603634815,-17.41424953,5.397321884
541,9.603634815,-17.41424953,5.397321884,-1.827135051,3.624848012,-1.170135956
542,-1.827135051,3.624848012,-1.170135956,0.342716537,-0.798235971,0.240140114
543,0.342716537,-0.798235971,0.240140114,-0.063476249,0.159379858,-0.055021507
544,-0.063476249,0.159379858,-0.055021507,0.011678578,-0.041340121,0.008858178
546,59.0,-68.0,4.901054786,-11.54561915,1.500000014,-14.1261236
547,-11.54561915,1.500000014,-14.1261236,2.410689104,-0.443209653,0.100431921
548,2.410689104,-0.443209653,0.100431921,-0.501906245,0.119584845,-0.029674575
549,-0.501906245,0.119584845,-0.029674575,0.104298072,-0.030608285,0.007992303
550,0.104298072,-0.030608285,0.007992303,-0.022112668,0.007736879,-0.001958721
552,64.0,-33.0,10.78359372,-13.04025191,1.500000013,-6.618076268
553,-13.04025191,1.500000013,-6.618076268,2.724946005,-0.460201556,0.100429003
554,2.724946005,-0.460201556,0.100429003,-0.567793004,0.126691588,-0.030811821
555,-0.567793004,0.126691588,-0.030811821,0.118086259,-0.032837655,0.008467214
556,0.118086259,-0.032837655,0.008467214,-0.025056889,0.008372487,-0.002101386
558,41.0,88.0,-89.43550409,-9.959487542,-24.32450943,7.964914598
559,-9.959487542,-24.32450943,7.964914598,2.364158547,4.841485283,-1.637322176
560,2.364158547,4.841485283,-1.637322176,-0.552246814,-1.003601665,0.321658187
561,-0.552246814,-1.003601665,0.321658187,0.127210378,0.191948205,-0.068751183
562,0.127210378,0.191948205,-0.068751183,-0.029769408,-0.04606066,0.01094244
564,-95.0,75.0,-34.66688563,18.8425843,-22.03692617,6.727802205
565,18.8425843,-22.03692617,6.727802205,-3.717515738,4.691818192,-1.483132566
566,-3.717515738,4.691818192,-1.483132566,0.728207392,-1.041603885,0.311628331
567,0.728207392,-1.041603885,0.311628331,-0.141877958,0.214431404,-0.071290147
568,-0.141877958,0.214431404,-0.071290147,0.02793176,-0.05398395,0.012381286
570,-6.0,58.0,-2.820975341,0.022206737,-12.13494085,11.36594595
571,0.022206737,-12.13494085,11.36594595,-0.04276141,0.209610299,-1.202666794
572,-0.04276141,0.209610299,-1.202666794,0.007954757,0.021404505,0.077803888
573,0.007954757,0.021404505,0.077803888,-0.001940462,0.00710004,0.007132331
574,-0.001940462,0.00710004,0.007132331,-5.49e-05,-0.003809784,-0.001147867
576,97.0,-28.0,18.54995889,-20.04056897,1.500000013,-5.78988316
577,-20.04056897,1.500000013,-5.78988316,4.1968112,-0.539785452,0.10041534
578,4.1968112,-0.539785452,0.10041534,-0.876382658,0.159976987,-0.036138267
579,-0.876382658,0.159976987,-0.036138267,0.182665118,-0.043279217,0.010691526
580,0.182665118,-0.043279217,0.010691526,-0.038846551,0.011349444,-0.002769574
582,-15.0,-79.0,-1.104254391,4.149373169,1.500000014,-15.93755121
583,4.149373169,1.500000014,-15.93755121,-0.889291843,-0.264779356,0.100462556
584,-0.889291843,-0.264779356,0.100462556,0.189964166,0.04495764,-0.017732467
585,0.189964166,0.04495764,-0.017732467,-0.040490326,-0.007197884,0.003005306
586,-0.040490326,-0.007197884,0.003005306,0.008804307,0.001062422,-0.000460615
588,45.0,80.0,-156.7743049,-10.67288174,-21.91915564,7.202325456
589,-10.67288174,-21.91915564,7.202325456,2.487000194,4.332952757,-1.474526645
590,2.487000194,4.332952757,-1.474526645,-0.572360845,-0.896453471,0.287585843
591,-0.572360845,-0.896453471,0.287585843,0.130238489,0.16941382,-0.061588431
592,0.130238489,0.16941382,-0.061588431,-0.03016208,-0.041222831,0.009500279
594,29.0,10.0,11.71900949,-52.87192831,-101.0659861,-216.5376077
595,-52.87192831,-101.0659861,-216.5376077,183.8981891,17.31992902,171.1720445
596,183.8981891,17.31992902,171.1720445,-8.827485996,2.339649174,-3.130791415
597,-8.827485996,2.339649174,-3.130791415,8.345667274,-6.095202115,14.36916319
598,8.345667274,-6.095202115,14.36916319,1.632566774,-1.381994412,24.05080386
600,14.0,-45.0,1.799690861,-2.377639335,1.500000013,-8.826767651
601,-2.377639335,1.500000013,-8.826767651,0.483057788,-0.338982437,0.100449816
602,0.483057788,-0.338982437,0.100449816,-0.097761162,0.075992552,-0.022698783
603,-0.097761162,0.075992552,-0.022698783,0.019722235,-0.016933472,0.005079228
604,0.019722235,-0.016933472,0.005079228,-0.004053009,0.003838101,-0.001083627
606,-71.0,21.0,-12.13582439,14.6350548,-6.301575895,1.698922088
607,14.6350548,-6.301575895,1.698922088,-3.010532134,1.36537042,-0.418640199
608,-3.010532134,1.36537042,-0.418640199,0.616942441,-0.341820147,0.088750101
609,0.616942441,-0.341820147,0.088750101,-0.126331692,0.067483213,-0.024509867
610,-0.126331692,0.067483213,-0.024509867,0.026275851,-0.022489278,0.002977121
612,72.0,35.0,-99.49132537,-15.64035428,-8.521477105,2.953199531
613,-15.64035428,-8.521477105,2.953199531,3.380168952,1.485111369,-0.568341686
614,3.380168952,1.485111369,-0.568341686,-0.728154063,-0.294082112,0.096774926
615,-0.728154063,-0.294082112,0.096774926,0.156253158,0.042237306,-0.021320342
616,0.156253158,0.042237306,-0.021320342,-0.03430078,-0.013819421,0.001361394
618,6.0,58.0,2.769553814,-1.073946678,-10.6054838,5.920751219
619,-1.073946678,-10.6054838,5.920751219,1.105479299,0.157061241,-0.571583517
620,1.105479299,0.157061241,-0.571583517,-1.137340797,0.017887639,-1.531665672
621,-1.137340797,0.017887639,-1.531665672,0.074284895,-0.010978242,-0.997624989
622,0.074284895,-0.010978242,-0.997624989,-0.089327464,-0.060027119,-0.807710972
624,-93.0,57.0,-21.29309543,18.70796396,-16.73322947,5.019353325
625,18.70796396,-16.73322947,5.019353325,-3.749070513,3.586202556,-1.124232769
626,-3.749070513,3.586202556,-1.124232769,0.747267384,-0.812040499,0.237551732
627,0.747267384,-0.812040499,0.237551732,-0.148465369,0.166849763,-0.055948612
628,-0.148465369,0.166849763,-0.055948612,0.029897876,-0.043919362,0.009336472
630,-38.0,14.0,-14.08229289,7.794901592,-4.136761541,1.095630321
631,7.794901592,-4.136761541,1.095630321,-1.596811198,0.835979466,-0.272151396
632,-1.596811198,0.835979466,-0.272151396,0.325634644,-0.21566328,0.053280082
633,0.325634644,-0.21566328,0.053280082,-0.066435313,0.037904486,-0.016076639
634,-0.066435313,0.037904486,-0.016076639,0.013715198,-0.015489066,0.001084189
636,30.0,-68.0,2.523330571,-5.449512895,1.500000014,-13.90660956
637,-5.449512895,1.500000014,-13.90660956,1.1289405,-0.373905379,0.10044382
638,1.1289405,-0.373905379,0.10044382,-0.233176229,0.090598824,-0.02503613
639,-0.233176229,0.090598824,-0.02503613,0.048060679,-0.02151543,0.006055299
640,0.048060679,-0.02151543,0.006055299,-0.010104178,0.005144447,-0.001376841
642,-51.0,-86.0,-3.487312357,11.80566934,1.500000014,-17.17422994
643,11.80566934,1.500000014,-17.17422994,-2.499081192,-0.177737886,0.1004775
644,-2.499081192,-0.177737886,0.1004775,0.527470848,0.008553163,-0.011906894
645,0.527470848,0.008553163,-0.011906894,-0.11112068,0.004222125,0.00057256
646,-0.11112068,0.004222125,0.00057256,0.023886157,-0.002193496,0.000270187
648,-2.0,-69.0,-0.168073515,1.289898751,1.500000014,-13.87998417
649,1.289898751,1.500000014,-13.87998417,-0.288067522,-0.297287616,0.100456974
650,-0.288067522,-0.297287616,0.100456974,0.06391213,0.058553989,-0.019908202
651,0.06391213,0.058553989,-0.019908202,-0.014111293,-0.011463031,0.003913888
652,-0.014111293,-0.011463031,0.003913888,0.003171536,0.002278443,-0.000733556
654,-22.0,81.0,-9.690078969,3.398266774,-22.97517185,7.298313657
655,3.398266774,-22.97517185,7.298313657,-0.45964915,4.712101134,-1.546299814
656,-0.45964915,4.712101134,-1.546299814,0.04295906,-1.008791689,0.312988429
657,0.04295906,-1.008791689,0.312988429,0.001986991,0.199802636,-0.069097511
658,0.001986991,0.199802636,-0.069097511,-0.002887224,-0.049191495,0.011445166
660,95.0,-75.0,7.063611945,-19.02448333,1.500000014,-15.90780269
661,-19.02448333,1.500000014,-15.90780269,3.983172148,-0.528233968,0.100417323
662,3.983172148,-0.528233968,0.100417323,-0.831591327,0.155145661,-0.035365142
663,-0.831591327,0.155145661,-0.035365142,0.173291592,-0.04176364,0.01036867
664,0.173291592,-0.04176364,0.01036867,-0.036845002,0.010917343,-0.002672588
666,59.0,33.0,1.573274833,-12.8764846,-8.106480994,2.769535436
667,-12.8764846,-8.106480994,2.769535436,2.794361694,1.4298936,-0.540318072
668,2.794361694,1.4298936,-0.540318072,-0.604358818,-0.28925973,0.093074465
669,-0.604358818,-0.28925973,0.093074465,0.130142241,0.042643866,-0.020997529
670,0.130142241,0.042643866,-0.020997529,-0.028681142,-0.01421024,0.001387473
672,-26.0,21.0,-10.79919107,5.173630501,-5.792896035,1.694953453
673,5.173630501,-5.792896035,1.694953453,-1.026947346,1.151896096,-0.384112711
674,-1.026947346,1.151896096,-0.384112711,0.202245383,-0.27487866,0.074450959
