x_0,x_1,x_2,x_3,u_0,u_1,ctg
1.000000000000000000e+04,1.000000000000000000e+04,1.000000000000000000e+04,1.000000000000000000e+04,3.034437289996478285e+03,-5.575293430027842987e+03,4.000000000000000000e+04
7.416498673013037660e+03,-4.173368223099326860e+04,7.132494994467707329e+03,-9.174648799023278116e+04,2.036138011527807976e+03,-6.467771941176419205e+03,1.880291638887067966e+05
-3.693324965133103888e+01,-5.317075716940675193e+04,5.980547696387854558e+03,-1.018981680938694044e+05,2.200081890086308704e+03,-7.667371174729727500e+03,3.491155700980221154e+05
-5.475892761570035873e+03,-1.802927115758899163e+04,5.460286348593533603e+02,-2.162048828780838085e+04,6.233774185973421481e+03,2.071477382693885374e+03,3.947872509398488910e+05
-4.478064312460008296e+03,3.476045568854460726e+04,-3.783801632297014294e+03,8.120027106314271805e+04,6.966703008549055085e+03,-2.081001649132314924e+03,5.190098436362932553e+05
1.847453627794493514e+03,5.441547950349890743e+04,-3.688440347811368611e+03,1.068071387941572175e+05,1.399320168438622204e+03,2.987904455692187184e+03,6.857683559095552191e+05
7.163553936777214403e+03,1.929192669759286218e+04,3.538511449680577243e+02,2.497305772649787104e+04,-3.128216275730695088e+03,2.626758207974873585e+03,7.375507454153911676e+05
5.939052757557334189e+03,-3.497289295511170349e+04,4.798413786079101556e+03,-8.175537166508536029e+04,-2.379328106817702064e+03,-8.919822105086441297e+03,8.650164765792246908e+05
-7.156754050071265283e+02,-5.441246465594194888e+04,5.203341423821038916e+03,-1.075496696673534752e+05,9.746267147473776276e+03,-1.785200706763245762e+03,1.032897627731348271e+06
-6.032656634003063118e+03,-1.220863936947984257e+04,2.592653905144755299e+03,-1.333416950823381922e+04,-8.600401330658751249e+03,-8.055149714209040212e+03,1.067065747148209717e+06
-4.942693497683456371e+03,1.610014551223800299e+04,-5.950625409552888414e+03,4.311893528654658439e+04,-2.197934844249917660e+03,-6.429403842010669905e+02,1.137178146854230668e+06
-9.495635875605648835e+02,3.802160408135427861e+04,-5.513758215305087106e+03,7.947949587807164062e+04,8.196225018253637245e+03,-9.006590933254776246e+03,1.261142568616522243e+06
4.046639161206603148e+03,3.676734045893754228e+04,-5.119684826999027791e+02,6.557731352317120763e+04,-7.869663332056824402e+03,-9.599443921255344321e+03,1.368045830242537428e+06
5.986465460578491729e+03,-1.539257071283547339e+04,1.181264149384080156e+03,-4.228759157887437323e+04,-9.637119347722289604e+03,-4.428772271017729508e+03,1.432893722144209780e+06
1.209919052112624286e+03,-5.128041763236225233e+04,3.069059298716328612e+03,-1.040434850307642773e+05,-8.147921984331880594e+03,7.420457482352368970e+03,1.592496603158165235e+06
-5.239609135181904094e+03,-3.859908536829941295e+04,-5.199713803730986683e+00,-6.489301395558845979e+04,-9.166629954975360306e+01,-7.723363452036768649e+03,1.701233511331038782e+06
-6.986626636975349356e+03,1.565086737186453502e+04,-4.282585930513984749e+03,4.748520315499018034e+04,-8.950831516819582248e+03,4.205622969319427284e+03,1.775638794425382745e+06
-2.236577181410054891e+03,4.236603571139118139e+04,-8.642268907158933871e+03,9.276530643790747854e+04,1.889905777909867538e+03,-6.918000948492975112e+03,1.921648982663250295e+06
3.712817738030221335e+03,4.396062873515777028e+04,-3.718525309186675713e+03,8.311740391166960762e+04,4.709979508394473669e+03,-5.371011699754204528e+03,2.056158358357294463e+06
7.187207747222305443e+03,9.345354095532758947e+03,2.403451352504110673e+03,5.210233214853478785e+03,-4.947179234271752648e+02,4.262922046981930180e+03,2.080304604767407058e+06
4.978065628903184916e+03,-3.761261266399133456e+04,5.634889627427007326e+03,-8.523705202760554675e+04,1.976685884646338309e+03,3.137609972905487666e+03,2.213767224715334363e+06
-1.368247662832411606e+03,-4.602860849547517864e+04,5.457111376394685976e+03,-8.998011680382069608e+04,3.677912312879809178e+03,-7.495633915224516386e+02,2.356601309053857345e+06
-5.699243484850976529e+03,-1.258897361936849484e+04,9.001230942301009463e+02,-1.437327618439167600e+04,1.298435596891227760e+03,-7.746555533600720992e+03,2.390162925436698366e+06
-4.447160993124180095e+03,2.680877050570211577e+04,-3.956242790358490311e+03,6.258757135012296931e+04,-9.003578130578560376e+03,-7.548192261675494592e+03,2.487962671076006256e+06
2.241017072918499480e+02,2.945018121139904906e+04,-6.152812378913151406e+03,5.998457219769079529e+04,3.808465735386203960e+03,1.873289649843536608e+01,2.583774338571301196e+06
3.559145450989312394e+03,2.204403063074012607e+04,-4.219398945299085426e+02,3.752763495329507714e+04,-7.923098495115718833e+02,-1.129288074347568909e+03,2.647327089500855654e+06
4.369904761842284643e+03,-1.050777251019782670e+04,2.284398261091694167e+03,-2.970440643266930419e+04,5.366574014992893353e+03,6.889165321572501853e+03,2.694193571466656867e+06
1.404862947582051220e+03,-2.474882233383884159e+04,4.963361997335954584e+03,-5.336166953219335846e+04,-2.102989448514298601e+03,-2.277073998675823532e+02,2.778672288277606945e+06
-2.081821333319588575e+03,-2.583090630131038051e+04,1.782503108130833880e+03,-4.809991469619280542e+04,-5.734157475069150678e+03,4.423456115250308358e+03,2.856467433716560714e+06
-4.215562216288397394e+03,-7.737382830781622943e+03,-2.210464482519323610e+03,-6.471228825370251798e+03,-3.539737680109767098e+03,-2.378296627129548142e+03,2.877102072071520146e+06
-3.241752168928247102e+03,1.896236091865192793e+04,-4.415596952349590538e+03,4.578550650200538075e+04,7.107418947582398687e+03,9.578781210124689096e+03,2.949507288613455370e+06
6.588188177015515521e+02,3.938292652314831503e+04,-2.213854365605521707e+03,7.793327564628071559e+04,-7.964048916352757260e+03,6.694351247071506805e+03,3.069696163966191467e+06
4.455176509289271962e+03,6.461495142348541776e+03,-1.874123286976715917e+03,5.133941668911680608e+03,6.854157535976952204e+03,-2.194097527811469263e+03,3.087620900573717896e+06
3.411958328092658121e+03,-1.188643076017074054e+04,4.429175560902907819e+03,-3.109525542346130533e+04,8.206754322497963585e+03,8.426947101610778191e+03,3.138443720646345522e+06
8.273719984543979535e+02,-1.905779438322063288e+04,5.146487019033760589e+03,-4.147224638202827191e+04,-6.020270844496982136e+03,-6.656595632899989141e+03,3.204947620429082774e+06
-1.941641675846669841e+03,-2.554619254876334162e+04,6.439250155601578172e+02,-4.780097888709905965e+04,3.180169885136274388e+03,9.202129875109418208e+03,3.280880358556352090e+06
-3.804187421355674360e+03,2.323649924537992320e+03,-4.238807533350409926e+02,1.171457146299681517e+04,4.221849490595264797e+03,8.790004005285580206e+03,3.299146648118577432e+06
-1.678798874922752475e+03,2.671717248770430524e+04,-2.155585042014565261e+03,5.626603632545055007e+04,9.553971978848006984e+03,6.127870932150046428e+03,3.385964240848669782e+06
2.346018005622071087e+03,3.227941697727843712e+04,1.780444983790893900e+02,5.834946865454474028e+04,3.903249810124787473e+03,-2.039096697717904135e+03,3.479117188984494191e+06
4.887828354870115618e+03,2.564114499098711804e+03,2.725860548038916477e+03,-6.720852447449209649e+03,-6.975663685583203915e+02,5.568259504697743978e+03,3.496015844833950978e+06
2.779230424586070967e+03,-3.217573932816163506e+04,4.593574491217588729e+03,-7.202134231673776230e+04,6.508235826569343772e+02,1.886435131892236313e+03,3.607585731394654140e+06
-2.148594701207707658e+03,-3.494263788135414507e+04,3.758574305809510861e+03,-6.750756485804020485e+04,-4.066084421713120719e+03,5.421680241063846552e+03,3.715943103141065687e+06
-5.271175042000833855e+03,-1.265549713223173057e+04,-1.282595097976971374e+03,-1.539121507454243147e+04,-9.421218546174235598e+03,-6.997259805454450543e+02,3.750543585487817880e+06
-4.637011168630797329e+03,1.393836626563204845e+04,-6.001573263632629278e+03,3.844199900506043923e+04,8.500573223747069278e+03,-3.418749370844700024e+03,3.813562535190773662e+06
-6.265410056309070796e+02,4.767330801023610547e+04,-3.151877152473603473e+03,9.700542925415148784e+04,7.381122747608646023e+03,8.971865485914346209e+03,3.962019690613265615e+06
5.216538110842942842e+03,3.487653476558374678e+04,1.469137514489131036e+01,5.860653408373130515e+04,-3.670240291692974097e+03,6.939361788881909888e+03,4.060733988948568702e+06
6.503007677462161155e+03,-1.971824272943627875e+04,3.266204212402784833e+03,-5.328671709824485151e+04,-3.603622555055206249e+03,6.118758574520606999e+03,4.143508160666114651e+06
1.157603355434897594e+03,-5.267256008911583194e+04,5.307758617279553619e+03,-1.085329290588913573e+05,-6.922356763418289120e+03,-5.254341668700348237e+03,4.311179011786836199e+06
-5.475400830710848822e+03,-4.168367785296625516e+04,9.110428360309774689e+02,-7.215103630206536036e+04,-8.434388725892813454e+03,-9.899839695552818739e+03,4.431400169608609751e+06
-7.850476452872316258e+03,3.526913311233091918e+03,-5.632986097613403217e+03,2.478732032614843411e+04,2.290346073279724806e+03,2.603295897998530563e+03,4.473197865796476603e+06
-3.677600559615852944e+03,5.528150738826245652e+04,-7.034036277364602029e+03,1.200871072901292500e+05,-4.002342700262524886e+03,-9.799390400563963340e+03,4.659278117311848328e+06
4.088515849948019877e+03,4.794749024979613023e+04,-5.694327286849846132e+03,9.008648371929004497e+04,-9.038243128137382882e+03,1.154121856719462812e+03,4.807094934417732060e+06
7.298929604439329523e+03,-5.334133915515074477e+03,-2.624551040394743495e+02,-2.297146566677197552e+04,1.172608205402881140e+03,5.926562812657411996e+03,4.842961918708497658e+06
3.527842326213641172e+03,-3.877763582790052897e+04,5.587222070340162645e+03,-8.374173968240887916e+04,-5.215358780353417387e+02,1.446939858716161325e+03,4.974596358615361154e+06
-2.303223250640905462e+03,-3.976047092088124191e+04,3.555660233684054219e+03,-7.435851805169126601e+04,-8.402339185854270909e+03,3.332345065414072451e+03,5.094574231072258204e+06
-5.876183767971319867e+03,-1.499954300860738476e+04,-2.875129399239800023e+03,-1.632670896265694319e+04,-3.919788961775642747e+03,-4.438482464288845222e+02,5.134651796210733242e+06
-4.870957497032818537e+03,2.721182212651709415e+04,-6.163788687366592058e+03,6.687571644102338178e+04,1.273286583826549759e+03,-1.384167868230955719e+03,5.239774080962672830e+06
5.620686721060026230e+02,4.874658710299833183e+04,-5.323470035358684981e+03,9.877157312066611485e+04,3.484038006390623195e+03,3.893577532366203741e+03,5.393177779893801548e+06
5.946203274761704051e+03,2.865088313925298280e+04,-5.596374329157584953e+02,4.660437440610793419e+04,7.961554278228100884e+03,6.396638753184070083e+03,5.474938878146840259e+06
6.742847854731227926e+03,-1.044398316405744663e+04,5.732659978821941877e+03,-3.518414962678943266e+04,6.164697060580274410e+02,-5.951391398041945649e+03,5.533042518771240488e+06
2.502554304009002408e+03,-4.707296902007362951e+04,6.506305846495017249e+03,-1.005458181731130026e+05,-4.331936140229195189e+03,-3.767928462214495084e+02,5.689670166114930995e+06
-4.057977363505994617e+03,-4.560449076799672184e+04,2.718503486712568701e+03,-8.372281398095416080e+04,8.664708084094854712e+03,-3.390471128059986768e+03,5.825773951714100316e+06
-6.953011930083351217e+03,1.031451522383251177e+04,-5.708839955082336246e+02,3.363041334338823799e+04,1.512764432570311328e+02,-2.951925555076384626e+03,5.877242776206912473e+06
-2.655170462899280210e+03,4.298076062748132244e+04,-5.535064390046411063e+03,9.128488522279386234e+04,9.362775728606618941e+03,7.851174963782686973e+03,6.019698656910133548e+06
3.617175010421326988e+03,4.766955128245308879e+04,-1.327934313454092035e+03,8.705716749390891346e+04,-1.555623614125963286e+03,-9.159584002782554307e+03,6.159370485010370612e+06
7.101250418279229052e+03,-2.399609207389496532e+03,2.199252552026284775e+03,-2.024933283928820310e+04,-9.519669613811021918e+03,-5.682898834487450586e+03,6.191319930027353577e+06
3.152576845374556797e+03,-5.506942909191996296e+04,4.390582128034498055e+03,-1.170575372838475741e+05,9.960453886058614444e+03,2.064085220854647559e+03,6.370990055376529694e+06
-4.060637341533406925e+03,-3.418877501688222401e+04,5.796723116063727502e+03,-6.208136363600943878e+04,-9.199694207781893056e+03,-7.153923534842380832e+03,6.477117554487018846e+06
-6.365880489093715369e+03,-8.541658732953443177e+03,-3.678480344112466355e+03,-4.030162799947188432e+03,1.937288323308639519e+03,5.922338935719064466e+03,6.499733736853125505e+06
-4.327848349293043611e+03,3.754365355339981033e+04,-5.131433169345329588e+03,8.448205000140333141e+04,5.452508091432615402e+03,4.090837231485847951e+03,6.631218721926567145e+06
2.029101030055743422e+03,5.120189814861712512e+04,-3.548386162116349169e+03,9.857316812511705211e+04,-5.175262544408651593e+02,-1.235606567095610444e+03,6.786571275392473675e+06
6.737189949646549394e+03,1.261411532844339672e+04,5.277402472321200548e+02,1.154297244083023361e+04,1.385367550675646271e+03,1.629829725261633939e+03,6.817993293358625844e+06
5.066315753995575506e+03,-3.182986122850183892e+04,5.692237790386702727e+03,-7.494290747774687770e+04,7.228270261797853891e+03,-9.338779449252995619e+03,6.935524615609256551e+06
-5.652469157769089634e+02,-3.981647262858922477e+04,6.806851182253721163e+03,-8.071019912075487082e+04,-1.950795057427910251e+03,-3.006441556430363562e+03,7.063423385456630960e+06
-4.867510624304620251e+03,-2.389037158495706535e+04,8.771056019603342975e+02,-3.928730167977745441e+04,-8.692528207841671247e+03,-7.201791450646004705e+03,7.132345674947630614e+06
-5.658735263613669304e+03,5.274007759195809740e+03,-5.016093462680293669e+03,2.259103830656241189e+04,5.287923379239058704e+03,3.680740629217205424e+03,7.170885549739683047e+06
-2.280614421722650604e+03,4.468138982451022457e+04,-4.281896032946962805e+03,9.443022193526991759e+04,-6.682341666759848522e+03,-7.811724830061754801e+03,7.316559671954132617e+06
3.485056661908542083e+03,2.824857829071057495e+04,-4.275720313777437696e+03,5.080326037301284669e+04,-4.920418280488254823e+03,-3.659012660389468692e+03,7.403372287593541667e+06
4.873207881239162816e+03,-8.295066264692664845e+03,7.281234478762157778e+02,-2.526351963462604544e+04,9.669992822262542177e+03,6.255459194966375435e+03,7.442532204821975902e+06
2.125969632369238298e+03,-1.931389441788752447e+04,5.790710902751562571e+03,-4.372714465055675100e+04,7.350434758771043562e+02,-7.667368143396799496e+03,7.513489924425541423e+06
-9.634696541038167652e+02,-2.472257773000710949e+04,2.914358048761865120e+03,-4.839473362455499591e+04,-8.946136999831796857e+02,6.722264047361179109e+03,7.590485063482969068e+06
-3.322857952575957825e+03,-9.392053802117952728e+03,-1.512201020431118081e+02,-1.249754347983976550e+04,-7.898289928142925419e+03,-9.790787689122051233e+03,7.615848738819546066e+06
-3.139596171788512493e+03,5.587830890872645796e+03,-4.101391490752769641e+03,1.854786957221585180e+04,-4.433943470255348075e+03,-1.089343699512217427e+03,7.647225426945175976e+06
-1.201438324323850793e+03,1.964198893355426844e+04,-4.208804615534447294e+03,4.339717582606116048e+04,8.108410881024592527e+02,3.508955569526824547e+03,7.715674834644650109e+06
1.632151073032883687e+03,2.146606900858637164e+04,-1.906827906224703156e+03,4.095573835119672003e+04,5.810548818968869455e+03,8.087662160598727496e+03,7.781635620983690955e+06
3.537004616065230948e+03,9.565022444787740824e+03,1.725042049667069477e+03,1.208862591796492416e+04,8.307977859968283155e+03,-3.630645350407244223e+03,7.808551316012175754e+06
3.286131980061255035e+03,-7.843185794107209404e+03,4.605954072710632317e+03,-2.367013434120366583e+04,-9.072649328610204975e+03,-4.568254248809103046e+03,7.847956722200258635e+06
5.316240676947528527e+02,-3.726198269692774920e+04,1.757966567590376371e+03,-7.590166727917391108e+04,5.259755936150877460e+03,4.421622187125380151e+03,7.963409962811645120e+06
-3.669902499778509537e+03,-1.472897748418091942e+04,2.174231477261076634e+03,-2.292141264209720975e+04,8.796529821911262843e+03,9.957827891136730614e+03,8.006904486914962530e+06
-3.324789548138958708e+03,2.156971569470028044e+04,-5.889980787441771781e+02,4.856856597728481574e+04,-5.209370789369320846e+03,-8.765485500854556449e+02,8.080956556213830598e+06
3.336130828811205333e+02,2.087597129728725849e+04,-3.734334820533781567e+03,4.104465732811170164e+04,6.318192892147048042e+03,5.317678314692029744e+03,8.146945132742644288e+06
2.676112384223165463e+03,1.662066646287511321e+04,9.239242678769647910e+02,2.692818082013010644e+04,-8.636467828021179230e+03,1.911953656189543835e+02,8.194094016677749343e+06
2.924152916060712414e+03,-1.966042537061608164e+04,5.733174492098975179e+02,-4.523609149813067052e+04,1.572678688276679168e+03,-9.146119742653518188e+03,8.262488003911767155e+06
-5.557875704249000819e+02,-2.365944237630384669e+04,2.977287514905661283e+03,-4.671228523696037882e+04,-7.430021836305950274e+02,-6.656046321668238306e+03,8.336392806610361673e+06
-2.953505437600925688e+03,-1.059091027834320448e+04,1.100967990767285301e+02,-1.540535192289767474e+04,-4.183090900036756466e+03,-8.239988859424329348e+03,8.365452671048279852e+06
-2.922606055283692513e+03,7.261461179568720581e+03,-3.068724586306806032e+03,2.115396132686822966e+04,5.619226746920148798e+03,9.367208701883148024e+03,8.399859424196306616e+06
-5.478207365167276066e+02,2.914520960013338117e+04,-1.833319728479978949e+03,5.960095745375665138e+04,-7.412131455471124355e+03,-6.177005464769132232e+03,8.490986731715193018e+06
2.673796155197499047e+03,8.877886505025493534e+03,-2.514771178395171773e+03,1.342532427474620090e+04,1.244800506938288891e+03,-4.691174251498897320e+03,8.518478509828558192e+06
2.507433038256053351e+03,-6.722692820543511516e+03,1.787526693953984477e+03,-1.816674706632435482e+04,-8.829125762692008720e+03,4.307393343789255596e+03,8.547662909447636455e+06
3.282794711717838254e+02,-2.770203592250860311e+04,4.344488443507829629e+02,-5.498853524302213191e+04,1.697675330360149019e+03,5.630745534885954839e+02,8.631116208928689361e+06
-2.764110991188654225e+03,-1.056220263371118563e+04,6.930150612765411324e+02,-1.488072403691756517e+04,8.367380711331315979e+01,6.468613648453963833e+03,8.660016261651784182e+06
-2.599235435082544882e+03,1.173880734474561723e+04,-2.204754771300497396e+03,2.960073859668204022e+04,7.395610920153860206e+03,-8.335493718421344965e+03,8.706159797799594700e+06
2.080659665603123756e+02,3.078960270499635226e+04,-1.205523794295188509e+03,6.122824220787099330e+04,2.070995078268113502e+03,8.753082884387968079e+02,8.799591232473317534e+06
3.599243530316901342e+03,1.519825831357019160e+04,9.828436149882324457e+01,2.284904878900602489e+04,3.279698015408295760e+03,-2.603131046425703971e+03,8.841336067467710003e+06
3.719356337236675245e+03,-1.077940830394337536e+04,3.499720662318529321e+03,-3.014432616340314416e+04,-5.656382209113450699e+03,-3.743077536462064927e+03,8.889478878934612498e+06
5.640860365054568319e+02,-3.600631554516399046e+04,2.645750081508463609e+03,-7.371372509145739605e+04,-4.876325819251345820e+03,6.096248983440675147e+03,9.002408755689248443e+06
-3.881161709689406052e+03,-2.664362989549072881e+04,2.989207346984693459e+02,-4.529203869901003782e+04,-4.033907523052091165e+03,3.908040562056699855e+03,9.078524506728136912e+06
-5.173746804927021003e+03,6.208915221244757049e+03,-3.680705179351800325e+03,2.398939622690706165e+04,3.938465652433791547e+03,-6.308131184982994455e+02,9.117577270160567015e+06
-1.912561491018948573e+03,4.060437634078819974e+04,-4.155812732827522268e+03,8.606008839481748873e+04,4.585919899388713020e+03,3.604077014733020405e+03,9.250310109120018780e+06
3.669330956419393715e+03,3.761190564885830099e+04,-1.774062148392025392e+03,6.817135640271670127e+04,9.586547912698166328e+03,6.578453423193201161e+03,9.361536764276405796e+06
6.495028396570413861e+03,7.618596186942992972e+03,4.220550548076023006e+03,7.266499206791377219e+02,-5.305714831825363035e+03,-4.029590068501158385e+03,9.380597589328674600e+06
4.098257321151309043e+03,-4.449865220020190463e+04,4.925570790629612020e+03,-9.848449409136082977e+04,4.692968852702309960e+03,8.608759670078241470e+03,9.532604563732018694e+06
-2.604692232421563858e+03,-4.222475651917829236e+04,5.606849893917997179e+03,-8.110192924590031907e+04,-6.265546844000209603e+03,-1.712097104358570505e+03,9.664142791623437777e+06
-6.377133734622051634e+03,-1.685116851564922399e+04,-1.831060597155732012e+03,-2.115583150834214393e+04,-7.411285908520663725e+03,-5.248523116978971302e+03,9.710357985979206860e+06
-5.604784606823456670e+03,2.161177343086436304e+04,-6.605574504583971247e+03,5.594560852090434491e+04,-2.157681899270824943e+03,-9.359254409306500747e+03,9.800125727042382583e+06
-6.662578671972692064e+02,4.530086938273751002e+04,-6.292684445191743180e+03,9.389847851619980065e+04,-9.788676945188073660e+03,-7.804231514621120368e+03,9.946284017253708094e+06
4.386079058200283725e+03,1.942364162480798404e+04,-4.188324717754882840e+03,3.268682876497468169e+04,1.425376776771156074e+03,3.283445874722241570e+03,1.000696889141944610e+07
4.696160802002602395e+03,-8.257266947965972577e+03,2.509241255908407311e+03,-2.461391370317980545e+04,9.011522940328886762e+03,-3.569003676837419334e+02,1.004704547412850335e+07
2.049512011682407774e+03,-1.997406304573969464e+04,5.649466143633302636e+03,-4.459763237096540979e+04,-7.634580852180457441e+03,4.952745948120627872e+02,1.011931614770052396e+07
-1.358034950086118670e+03,-3.335930253897525108e+04,1.079241037361634199e+03,-6.360751290688598237e+04,3.930838446721154469e+02,8.358960227881085302e+03,1.021872023913383298e+07
-4.384989535322207303e+03,-6.311196644245930656e+03,-6.304206481764938417e+02,-3.297436008077657789e+03,5.209199704422144350e+03,-6.608666317648246149e+03,1.023334428196965531e+07
-2.842847549980721396e+03,2.911843647533855983e+04,-2.627389875031762131e+03,6.424722375249773904e+04,4.917003155286389301e+03,-5.471673232242630547e+03,1.033218017962250486e+07
1.874612924618811348e+03,3.626542618662852328e+04,-1.990587508759930643e+03,6.863163333083679026e+04,-5.047598812463387731e+03,8.519618889494748146e+03,1.044094243957334943e+07
4.825075344366145146e+03,4.452240216861528097e+02,-8.412166635081666755e+01,-8.629033422298922233e+03,8.270173378218871221e+03,-9.563241216288990472e+03,1.045492589402805082e+07
